19858.5, 1657704331553
19858.8, 1657704331553
19858.8, 1657704332583
19856.8, 1657704332583
19857.7, 1657704333480
19857.7, 1657704333480
19856.6, 1657704334675
19856.6, 1657704336557
19856.6, 1657704336557
19856.6, 1657704336557
19856.6, 1657704338219
19856.6, 1657704338219
19856.6, 1657704339734
19856.7, 1657704340434
19856.7, 1657704340434
19857.9, 1657704341811
19857.6, 1657704342637
19857.6, 1657704343632
19857.6, 1657704344858
19857.5, 1657704344858
19857.6, 1657704345770
19858.0, 1657704345770
19858.0, 1657704346611
19858.8, 1657704347550
19859.5, 1657704348919
19859.5, 1657704349939
19859.5, 1657704349939
19859.2, 1657704350863
19859.2, 1657704351669
19857.7, 1657704352781
19859.0, 1657704352781
19858.9, 1657704353783
19859.0, 1657704355085
19859.0, 1657704355871
19859.0, 1657704357049
19858.9, 1657704357839
19859.0, 1657704359188
19858.6, 1657704359188
19857.3, 1657704359662
19857.2, 1657704361178
19861.4, 1657704362194
19861.4, 1657704363233
19861.4, 1657704364140
19861.4, 1657704365303
19861.5, 1657704366250
19863.7, 1657704366250
19863.7, 1657704367338
19861.7, 1657704367338
19861.7, 1657704367898
19861.8, 1657704369990
19861.8, 1657704371076
19861.8, 1657704372481
19861.8, 1657704372481
19861.4, 1657704373015
19861.5, 1657704374233
19861.5, 1657704375465
19861.4, 1657704375465
19859.1, 1657704376580
19857.6, 1657704377618
19857.7, 1657704378515
19857.6, 1657704379540
19857.6, 1657704379540
19857.7, 1657704380023
19857.7, 1657704382628
19857.7, 1657704382628
19857.7, 1657704383632
19857.6, 1657704384771
19859.0, 1657704384771
19859.6, 1657704385611
19859.6, 1657704386848
19858.7, 1657704387877
19858.6, 1657704387877
19858.6, 1657704389579
19858.6, 1657704389579
19858.6, 1657704390708
19860.6, 1657704391802
19860.5, 1657704392808
19861.3, 1657704392808
19862.6, 1657704393822
19862.6, 1657704395032
19862.7, 1657704395990
19862.7, 1657704395990
19862.6, 1657704396941
19863.8, 1657704398020
19863.8, 1657704399052
19863.7, 1657704400204
19863.8, 1657704401227
19863.7, 1657704401227
19863.8, 1657704402203
19863.8, 1657704402203
19863.7, 1657704403169
19863.8, 1657704404287
19863.8, 1657704404394
19863.8, 1657704406078
19864.5, 1657704407226
19863.9, 1657704408288
19863.9, 1657704408288
19866.8, 1657704409195
19867.7, 1657704409195
19867.7, 1657704411447
19867.7, 1657704412318
19867.6, 1657704413523
19870.0, 1657704413523
19870.0, 1657704414426
19874.4, 1657704415578
19874.4, 1657704415578
19875.8, 1657704417617
19875.9, 1657704418646
19875.3, 1657704419451
19875.2, 1657704420708
19874.9, 1657704420708
19874.4, 1657704421644
19874.4, 1657704423716
19875.0, 1657704423716
19875.0, 1657704423716
19875.0, 1657704425816
19874.9, 1657704426800
19875.3, 1657704427728
19875.3, 1657704428759
19872.7, 1657704428759
19872.7, 1657704429944
19876.2, 1657704430747
19874.6, 1657704430747
19874.3, 1657704431585
19874.3, 1657704433044
19874.4, 1657704433850
19874.7, 1657704435111
19874.7, 1657704435881
19874.4, 1657704437004
19874.7, 1657704437004
19874.7, 1657704438175
19876.4, 1657704438818
19876.4, 1657704438818
19876.4, 1657704440189
19869.1, 1657704441072
19870.9, 1657704441072
19870.9, 1657704442467
19872.2, 1657704442467
19872.2, 1657704443135
19872.2, 1657704444399
19868.3, 1657704444399
19869.9, 1657704445555
19869.9, 1657704446531
19869.9, 1657704447607
19867.9, 1657704447607
19867.9, 1657704448548
19868.0, 1657704450465
19868.0, 1657704450465
19869.0, 1657704450465
19869.0, 1657704451555
19868.9, 1657704452470
19868.9, 1657704452470
19868.6, 1657704453573
19868.6, 1657704454761
19868.9, 1657704455757
19869.0, 1657704456794
19869.0, 1657704456794
19869.0, 1657704457474
19873.0, 1657704458785
19872.1, 1657704459773
19872.1, 1657704460920
19870.3, 1657704461903
19871.4, 1657704461903
19873.4, 1657704462794
19873.4, 1657704462794
19873.2, 1657704463946
19875.4, 1657704465999
19874.2, 1657704465999
19873.5, 1657704466843
19873.3, 1657704468080
19871.4, 1657704468988
19871.4, 1657704469779
19870.0, 1657704470967
19870.0, 1657704470967
19870.1, 1657704472047
19870.1, 1657704472047
19865.1, 1657704474203
19865.2, 1657704474203
19865.2, 1657704474950
19865.3, 1657704476086
19867.1, 1657704477201
19865.4, 1657704478346
19865.4, 1657704478346
19865.5, 1657704479214
19865.5, 1657704480389
19867.1, 1657704481281
19867.0, 1657704481281
19867.0, 1657704482428
19867.2, 1657704483436
19867.2, 1657704483436
19866.1, 1657704484579
19866.1, 1657704485544
19866.9, 1657704486482
19866.9, 1657704486482
19866.8, 1657704487163
19867.0, 1657704487163
19866.1, 1657704488672
19866.7, 1657704489458
19866.5, 1657704490797
19866.5, 1657704491557
19866.2, 1657704491557
19866.2, 1657704492784
19867.5, 1657704493830
19867.5, 1657704493830
19867.5, 1657704494769
19869.5, 1657704494769
19869.4, 1657704495734
19869.9, 1657704496280
19869.9, 1657704497416
19870.0, 1657704497416
19870.1, 1657704499797
19870.0, 1657704500950
19873.9, 1657704500950
19873.9, 1657704500950
19874.2, 1657704503105
19874.2, 1657704503105
19874.1, 1657704504021
19874.2, 1657704504021
19874.2, 1657704505116
19875.2, 1657704506079
19875.3, 1657704507094
19875.3, 1657704508132
19879.4, 1657704508132
19878.6, 1657704509232
19878.6, 1657704510292
19875.9, 1657704511293
19878.2, 1657704512094
19878.8, 1657704512094
19878.8, 1657704513334
19878.8, 1657704513334
19878.9, 1657704514769
19878.9, 1657704514769
19878.9, 1657704515781
19879.3, 1657704516794
19879.3, 1657704517704
19879.7, 1657704518911
19880.0, 1657704518911
19881.0, 1657704519823
19881.0, 1657704519823
19881.0, 1657704520877
19883.1, 1657704522936
19883.8, 1657704522936
19883.7, 1657704523940
19883.7, 1657704524958
19884.7, 1657704524958
19884.3, 1657704525938
19884.2, 1657704527087
19884.2, 1657704528071
19883.9, 1657704528071
19881.7, 1657704529120
19881.7, 1657704530158
19882.4, 1657704530158
19882.0, 1657704530984
19879.3, 1657704532118
19878.0, 1657704533177
19879.3, 1657704534202
19877.0, 1657704534202
19877.0, 1657704534915
19878.9, 1657704534915
19880.2, 1657704536317
19882.2, 1657704537344
19882.2, 1657704537884
19883.5, 1657704537884
19883.8, 1657704540382
19883.9, 1657704540382
19883.9, 1657704541484
19883.8, 1657704541484
19882.5, 1657704543496
19882.5, 1657704543496
19880.8, 1657704544309
19880.8, 1657704545545
19880.1, 1657704545545
19880.2, 1657704547442
19880.7, 1657704547442
19880.6, 1657704548669
19882.4, 1657704549689
19883.5, 1657704550505
19883.5, 1657704550505
19883.5, 1657704551670
19883.4, 1657704552577
19882.8, 1657704553662
19882.8, 1657704553662
19882.8, 1657704554709
19887.7, 1657704555428
19888.1, 1657704555428
19888.1, 1657704556878
19888.7, 1657704557913
19888.7, 1657704558878
19888.7, 1657704559943
19887.5, 1657704559943
19888.7, 1657704560928
19886.4, 1657704561833
19886.4, 1657704561833
19879.7, 1657704563021
19879.7, 1657704564091
19879.7, 1657704564091
19878.2, 1657704564970
